ID,Review,Hotel_name,Hotel_Address,sentiment,area,risk_type,Traveller_Suitability,Improvement_Area,Aspect,Source
1486,Value for monet,Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Minor Experience Risk,Business Travellers,Overall Experience,Price & Value,agoda
1487,So far good,Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Minor Experience Risk,Business Travellers,Overall Experience,Overall Stay Experience,agoda
1488,The stay was very comfortable,Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Business Travellers,No Major Improvement Needed,Room & Comfort,agoda
1489,Cost effective,Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Minor Experience Risk,Business Travellers,Overall Experience,Price & Value,agoda
1490,"VALUE FOR MONEY, BUT IF YOU STAY FOR 2 DAYS, THERE IS NO HOUSEKEEPING OR EXTRA WATER. NEED TO PAY RM40. TAKING GRAB IS VERY CONFUSING. THE GUEARDS NOT HELPFUL. I HAVE TO CARRY MY 2 BAGS ALL ACROSS THE WHOLE CENTRESTAGE BUILDING ONE BIG ROUND.....MADNESS!",Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Service/Staff Risk,Budget Travellers,Staff Service,Staff & Service,agoda
1491,"Although not like previous, and something didn’t get well maintain, still could consider a comfortable stay.",Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Business Travellers,No Major Improvement Needed,Room & Comfort,agoda
1492,"Good value for money, we requested for non smoking room but the room still strongly smelled of cigarette when we first came in. staff is not very professional over text.",Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Budget Travellers,No Major Improvement Needed,Room & Comfort,agoda
1493,Very reasonable pricing with fantastic leadership of Ben n his team,Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Budget Travellers,No Major Improvement Needed,Price & Value,agoda
1494,This is my second stay here cos very near to the place I wanna go. Very convenient. However the parking fees is quite high.,Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Business Travellers,No Major Improvement Needed,Location & Accessibility,agoda
1495,overall was okay except tiada kedai makan melayu nearby or bawah hotel,Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Minor Experience Risk,Business Travellers,Overall Experience,Overall Stay Experience,agoda
1496,Value for money,Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Budget Travellers,No Major Improvement Needed,Price & Value,agoda
1497,Bilik selesa. Murah tapi bilik terbaik. Sec time book here. Very satisfied with the room. I like it.,Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Business Travellers,No Major Improvement Needed,Room & Comfort,agoda
1498,Good services 👍🏼,Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Minor Experience Risk,Business Travellers,Overall Experience,Overall Stay Experience,agoda
1499,"The room is small and cozy. But the toilet, floor, cabinet are super dirty. The lift is broken i need to wait at least 20 minutes to arrive my room. The lift will open and close by itself, the sensor is not working. The toilet is full of fungus, and the room had odor.",Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",negative,petaling jaya,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Room & Comfort,agoda
1500,"the hotel environment is too dark and the lift is smelly, the corridor have feel scary and the staff is no prefessional",Centrestage Petaling Jaya by Perfect Host,"Centrestage Petaling Jaya by Perfect Host, P-G-05 No, 1, Jalan 13/1, Seksyen 13,46200 Petaling Jaya, Selangor., Petaling Jaya, Kuala Lumpur, Malaysia, 46200",negative,petaling jaya,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Staff & Service,agoda
1501,Everything is good except no wifi connection. I booked for twin bed but only got queen bed.,Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Maintenance/Facility Risk,Business Travellers,Room & Facility Maintenance,Room & Comfort,agoda
1502,Hope they get to maintain the place and sustain their business. Always happy to spend the night there when needed.,Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Overall Stay Experience,agoda
1503,"Very nice room, environment. Easy to check in. Friendly and nice reception. She always help us answer our question.",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
1504,"Very good place, nice room and friendly front desk. She welcomes us with good energy.",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
1505,"Kamal is great and always gives the best for the customers. Good luck, Kamal and all the staff.",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
1506,"Such a good room with good price. But, can be better for the floor. Thank you host and the staff. We checked in and the staff very friendly. She help us give information",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Budget Travellers,No Major Improvement Needed,Staff & Service,agoda
1507,The staff upon check in was very helpful and the room was clean and had all the utilities! Very worth it,Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Budget Travellers,No Major Improvement Needed,Staff & Service,agoda
1508,"This is a good budget hotel for travelers who want a simple and affordable stay. The room was clean and basic, with all the essential facilities provided. Staff were polite and helpful, and check-in/check-out was smooth. The location is convenient, with shops and food places nearby. It may not be luxury, but for the price, it offers good value. I would recommend it for short stays and budget trips.",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Budget Travellers,No Major Improvement Needed,Staff & Service,agoda
1509,"Parking is gonna cost a bomb, be ready for a RM20-30 bill per night OG overnight parking. Food options will be scarce, you will do better with surrounding malls. Facilities are tired and need proper plumbing and waterproofing. I stayed at the Club Floor and was floored by the water stains and seepage from the bathroom walls. Lucky it wasn’t leaking. My stay was disrupted by a very angry looking staff asking me about my check in after I had successfully checked Jin at the counter. Counter staff also was unsure of the deposit at check out. Surely team communications could be better? The only saving grace? Its location. Other matters such as value for money is negated by the parking situation and cleanliness is negated by the tiny cockroaches I detected jn their rooms.",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",negative,petaling jaya,Cleanliness/Hygiene Risk,Budget Travellers,Cleanliness,Staff & Service,agoda
1510,"Its a boutique hotel and the stay is plesent especially for thise who are on business travel. The rooms are good, spacious, there is a kettle, iron, safe box, and mini cooler. Convenient and easy to stay.",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Business Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
1511,"I stayed ar 1 night. The girl front desk very helpful and she welcoming us with good service. About the room, very very tidy and clean. I hope can stay here again. Will recommend this hotel to other.",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
1512,"Honestly I had a number of issues including check-in, login to internet and staff attitude that was really sub-par. But I was on a business trip with 3-4 meetings in nearby locations in PJ, so the location made sense. No free parking, so prepare RM20-30 daily for overnight parking. Entry ti parking is also confusing. You need to use your Credit/Dehit card only, no TNG accepted. There is one friendly and reasonably priced cafe at the Ground floor. The saving Grace of the place if you ask me. Other than this, be prepared for a business-bare minimum treatment. You’ve been warned.",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Booking/Payment Risk,Business Travellers,"Check-in, Booking & Payment Process",Location & Accessibility,agoda
1513,"Parking mahalll....(Rm45) Dari petang 3pm sampai 9:30am. Takde kopi 3in1 juga Dalam bilik. Perabot Ada yg rosak dah. But it's ok. Cuma masalah parking agak Mahal . Kedai bawah Banyak tutup. Keluar pagi, nak cepat, tengok kat kaunter pulak takde staff. Dah 9:30am...kalau nak keluar jangan lah keluar semis. Tinggal lah sorang staff. Akhirnya tinggalkan jer kunci atas meja kaunter. Tak boleh tunggu sebab nak cepat. Ermm....memang tak laa datang sini lagi. Apapun tq sudah menginap 1malam disini. Sebab nampak cantik gambar kat Agoda, tapi hampehhh",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",negative,petaling jaya,Booking/Payment Risk,Business Travellers,"Check-in, Booking & Payment Process",Location & Accessibility,agoda
1514,"Proses checkin & checkout smooth sangat2, security okay tapi downside koridor gelap, tak banyak lampu.. Overall bilik bpatutan dengan harga..",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Booking/Payment Risk,Business Travellers,"Check-in, Booking & Payment Process",Safety & Security,agoda
1515,"Everything good with easy to book, friendly staff, the rooms quite spacious and with good equipments, everything is good and i will come again later",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Business Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
1516,"The wardrobe and the electric kettle were partly broken. Although we stayed for 3D2N, there was no room service provided. If you are looking for a budget accommodation, it is ok. However, the manager should ensure the furniture and appliances are in good repair.",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",negative,petaling jaya,Service/Staff Risk,Budget Travellers,Staff Service,Overall Stay Experience,agoda
1517,Booking for the place in the same day and get it in a very cheap price. So convenient 👍,Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Budget Travellers,No Major Improvement Needed,Price & Value,agoda
1518,so far smua okay . best je cuma part kebersihan tu macam kurang sikit . like tk mop pun lantai . tapi okay jeee . cuma harap management kena alert more about the KEBERSIHAN,Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Business Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
1519,"The place is mediocre at best, car park not even provided. With the hallway to the room feels like very old abandoned floor.",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Booking/Payment Risk,Business Travellers,"Check-in, Booking & Payment Process",Room & Comfort,agoda
1520,"All this while everything has been great here, really enjoyed it. But recently there was a slight issue, there were bed bugs. Please replace the mattress with a new one for customer comfort. Thank you.",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Cleanliness/Hygiene Risk,Business Travellers,Cleanliness,Room & Comfort,agoda
1521,the room wall and the toilet need to repair and at least clean the rubbish daily. We like the hotel location.,Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Business Travellers,No Major Improvement Needed,Room & Comfort,agoda
1522,"One of an affordable unit to stay in Klang Valley. I already repeat several time here. But need to go out if you want to find restaurant. But there is KK Mart, My News downstairs",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Minor Experience Risk,Budget Travellers,Food & Breakfast,Food & Breakfast,agoda
1523,"This is a good budget hotel for travelers who want a simple and affordable stay. The room was clean and basic, with all the essential",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",positive,petaling jaya,Low Risk,Budget Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
1524,"Paying this price to have a stay like this is definitely worth it all. I was looking for a budget hotel and this turned out to be the hotel which suits me. It even includes windows, air cons, a TV with netflix etc., hot water bath, fridge and an iron. The only downside was the unpleasant smell of the bedsheet as it did not smell good to me and there was a little stain. Also, the ground floor environment seemed to be unsafe because there were shop lots and people coming here and there although there was security guard there.",Master House Centrestage PJ,"Jalan 13/1, Petaling Jaya, Kuala Lumpur, Malaysia, 46200",neutral,petaling jaya,Safety/Security Risk,Budget Travellers,Safety & Security,Overall Stay Experience,agoda
