No.,Sentence,Sentiment,Source,Location,Confidence,Positive Score,Negative Score,Reason / Notes,Aspect(s),Risk Type(s),Traveller Suitability,Hotel Improvement Insight
293,"Some property were private ownership, will charge high amount of deposit",Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Medium,0,2,Negative indicators: charge high,Service,Service Risk,General traveller suitability,Improve front desk/staff service training
294,Soo bad,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,0,7.5,"Negative indicators: soo bad, bad",General,No major risk detected,General traveller suitability,No major improvement issue detected
295,"They are really stupid, cannot differentiate between rubbish vs non-rubbish, and throw away something where far away from rubbish bin!!!",Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,0,5,Negative indicators: stupid,General,No major risk detected,General traveller suitability,No major improvement issue detected
296,Dirty & very strong smells of cigarettes .,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Medium,0,4,Negative indicators: dirty,Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
297,They hire different management to take care and these people are foriegners who look like gangsters. Regretted going here. Bad smell and bad service. Really not safe for families.,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,0,13,"Negative indicators: bad service, bad smell, bad",Cleanliness; Service,Cleanliness Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve front desk/staff service training"
298,"Check-in & Check-out very slow. Never write in their RULES in Agoda, once check-in only know so many strictly. Towel abit dirty need to charge. Extra bed charge but not provided. not recommmed!",Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,0,5.4,Negative indicators: dirty,Cleanliness; Service; Comfort/Noise,Cleanliness Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve front desk/staff service training"
299,"The staff (Hasan) was so rude. Upon checking out I knew this was only an apartment (BNB) and not the hotel. This explains the bed bugs, lizard and cockroach inside the room. Amazingly, The staff was asking for photos of these insects when I reported it. How could I even take a photo of it when I would immediately scream if I see these insects?! How could I take photo of bed bugs when even a naked eye can't see it? It was totally horrible experience, 51st floor smells like athlete's foot due to the wet carpet. I have no issues with BNB, but atleast I am expecting the staff to have even a bit of customer service!",Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,0,17.5,"Negative indicators: rude, cockroach, horrible",Cleanliness; Service; Comfort/Noise,Cleanliness Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve front desk/staff service training"
300,The rooms were dirty and messy when we check in. We saw a lot of rubbish on the floor. And was waiting one hour to finally check in.,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Medium,0,4,Negative indicators: dirty,Cleanliness; Service,Cleanliness Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve front desk/staff service training"
301,I been fine because of the towel dirty! Feel they are cheating money! Bad services!!! Will not visit again ANYMORE!!!,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,1,10.5,"Negative indicators: bad services, dirty, bad; positive point(s): fine",Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
302,Security lembab..,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Medium,0,3,Negative indicators: lembab,General,No major risk detected,General traveller suitability,No major improvement issue detected
303,Not upto expectations and staff very rude Indian people don’t go there the place is so far from everywhere and not many facility,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,0,4,Negative indicators: rude,Service; Facilities,Facility/Maintenance Risk; Service Risk,General traveller suitability,Improve room facilities and maintenance; Improve front desk/staff service training
304,"And the administration through whatsapp was very rude by snapping my explanation and very unprofessional with defensive by verbally said he was from 6 star hotel experienced. I wondered why working at non star apartment service, degraded? 😎",Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,0,4,Negative indicators: rude,Service,Service Risk,General traveller suitability,Improve front desk/staff service training
305,bedroom dirty towel dirty will not stay again!!,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Medium,4,8,Negative indicators: dirty; positive point(s): stay again,Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
306,"From the time we walked in, it was terrible. Because my middle name was missing from the initial booking they refused me our room till it was rectified. This was at 23:00, after a long flight and a 1 hour taxi ride to our accomodation. After this was rectified they demanded a MR 500 deposit for the room. I offered my card and was told cash only. They offered to walk me to the closest ATM machine. I ended up paying in AUD. Walked into our room, and enjoyed the constant clanging from the elevator all night. Cleanliness was ok, but I have experienced a lot better. Use Grab,as the Taxi's out the front charge a premium up to 300% more then Grab.",Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,4.73,5,"Negative indicators: terrible; positive point(s): enjoyed, ok",Cleanliness; Service; Facilities; Accessibility,Cleanliness Risk; Facility/Maintenance Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance; Improve front desk/staff service training"
307,Great location but very poor service. It took more than 30 mins for check in. Only 2 counters opened to cater to very long queue. Only 1 free parking provided for our big group. The cleanliness inside the apartment is just average. The worst part is we were stuck at lift lobby prior to check out. Only 3 out of 4 lifts were operating and always full. We were stuck with other 3 families. Contacted the hotel staff via phone and the only solution they provided is for us to wait. So we waited from 11.45am till we managed to get into the lift around 2.00pm. Worst experience ever. Never coming back here.,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,4,17.55,"Negative indicators: worst, poor; positive point(s): great location",Location; Cleanliness; Service; Facilities; Parking; Accessibility,Cleanliness Risk; Parking Risk; Facility/Maintenance Risk; Service Risk,Suitable for convenience-focused travellers; Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve parking information or parking availability; Improve room facilities and maintenance"
308,We booked premium room expecting a tower view. But the room given to us was corner room with no view. Bathroom kits were given next days after we demanded. The room was not worth the money spent. Swimming pool also closed at that time as it was raining. We were totally disappointed with the stay,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,0,22.28,"Negative indicators: not worth the money, disappointed, not worth",Facilities,Breakfast/Food Risk,General traveller suitability,"Improve breakfast menu, quality or service"
309,"Toilet light is too dark. Air-corn sound strong, hard to sleep. Out of hot water at toilet. Customer still have to throw the rubbish by themselves. Such a bad experience at this trip. Hope wil improve soon.",Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,0,9.5,"Negative indicators: bad experience, too dark, bad",General,No major risk detected,General traveller suitability,No major improvement issue detected
310,Not worth the money,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,0,11,"Negative indicators: not worth the money, not worth",General,Breakfast/Food Risk,General traveller suitability,"Improve breakfast menu, quality or service"
311,Nice view and facility but the bed sheet very dirty.,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Medium,2,5.4,Negative indicators: dirty; positive point(s): nice,Cleanliness; Facilities; Comfort/Noise,Cleanliness Risk; Facility/Maintenance Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance"
312,No service at all !the staff is awful!totally not helpful!!espcially the reception!not even a smile!terrible!,Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,2,12,"Negative indicators: not helpful, terrible; positive point(s): helpful",Service,Service Risk,General traveller suitability,Improve front desk/staff service training
313,"Pros: 1. Central location, walkable to twin towers too 2. Spacious room Cons: 1. Terms not properly detailed in actual listing (there’s a RM500 security deposit required and they charge you in a rather sketchy way) 2. No information about how to check-in. The employees didn’t even seem to know each other and we went on a wild goose chase to find that 1 person specifically for agoda check-in when he was just standing right beside the other employee who we sought help from….. 3. No proper check-in like a hotel. They charge you a security deposit like one but will check you in from the lobby waiting area lol. 4. Super slow lifts 5. Small cockroach found in toilet and ants are everywhere in the sink and dining table. 6. TV doesn't work. 7. Manual key lock and no peephole in door. 8. Minimal amenities provided - toothbrush and tiny toothpaste, shampoo and body wash, bedroom slippers, water, that’s all. 9. Check-out information was not provided and we found out that we had to call a number for someone to come and collect the key. Ended up having to head over to the second deface hotel next door to meet the person.",Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",High,3,12.15,"Negative indicators: cockroach, ants; positive point(s): spacious",Location; Cleanliness; Service; Facilities,Cleanliness Risk; Facility/Maintenance Risk; Service Risk,Suitable for convenience-focused travellers; Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance; Improve front desk/staff service training"
314,"Location is great, easy access to nearby attractions. No klcc view from room. Not valuable for money, hence we can get many others service apartments with klcc view from the room. Bathroom is big and decent. Housekeeping failed, dirty kitchen, smelly sofa.",Negative,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Medium,4.5,8,"Negative indicators: smelly, dirty; positive point(s): easy access, decent",Location; Cleanliness; Service,Cleanliness Risk; Service Risk,Suitable for convenience-focused travellers; Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve front desk/staff service training"
